,title,content,answer,maxPoints,type,relevantLines,examId,questions,gradingKey
300,Aufgabe 11,"Benenne in den folgenden Sätzen das Objekte vollständig (mittlere Spalte). Trage anschliessend in die rechte Spalte ein, in welchem Fall dieses steht. (5 Punkte)",,5,directWordMatchThreeCol,,17,"[{'leftCol': 'Den naiven Vater scheint die Anwesenheit von Trepp nicht zu stören.', 'middleCol': '__________', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': ['Den naiven Vater', 'den naiven Vater'], 'answerRightCol': ['Akkusativ']}, {'leftCol': 'Die Mutter gedenkt insgeheim ihres wahren Liebhabers Henry', 'middleCol': '__________', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': ['ihres wahren Liebhabers Henry'], 'answerRightCol': ['Genitiv']}, {'leftCol': 'Den Kindern und dem Vater wird gezielt die Wahrheit vorenthalten. ', 'middleCol': '__________', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': ['Den Kindern und dem Vater'], 'answerRightCol': ['Dativ']}, {'leftCol': 'Henry schlägt am See den beigen Mantelkragen hoch und geht wortlos davon. ', 'middleCol': '__________', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': ['den beigen Mantelkragen'], 'answerRightCol': ['Akkusativ']}, {'leftCol': 'Der Erzähler erkennt nach der Rückkehr in seine Heimatstadt sein gescheitertes Leben mit abgebrochenem Studium und ohne Geld.', 'middleCol': '__________', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': ['sein gescheitertes Leben mit abgebrochenem Studium und ohne Geld'], 'answerRightCol': ['Akkusativ']}]","[{'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
301,Aufgabe 12,Leite von dem vorgegebenen Nomen je ein zur gleichen Wortfamilie gehörendes Verb und Adjektiv ab. Nicht erlaubt sind zusammengesetzte Wörter und aus einem Partizip des Verbs gebildete Adjektive.,,6,directWordMatchThreeCol,,17,"[{'leftCol': 'Zweifel', 'middleCol': '__________', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': ['zweifeln', 'bezweifeln', 'anzweifeln', 'verzweifeln'], 'answerRightCol': ['zweifelhaft', 'zweifellos']}, {'leftCol': 'Mutter', 'middleCol': '__________', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': ['bemuttern'], 'answerRightCol': ['mütterlich', 'mutterlos']}, {'leftCol': 'Gespräch', 'middleCol': '__________', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': ['sprechen', 'besprechen', 'ansprechen', 'vorsprechen', 'versprechen', 'zusprechen', 'absprechen', '(da)fürsprechen', 'aussprechen', 'nachsprechen', 'herumsprechen'], 'answerRightCol': ['gesprächig', 'sprachlos', 'sprachlich']}]","[{'min': 6, 'max': 6, 'points': 6}, {'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
302,Aufgabe 13,"Nenne den Begriff, der im vorgegebenen Satz am wenigsten anstelle des markierten Wortes verwendet werden kann. (4 Punkte) ",,4,directWordMatchThreeCol,,17,"[{'leftCol': 'Die Mutter senkt **verschämt** ihren Blick auf den Teller.', 'middleCol': 'schamvoll, verschmitzt, betreten, verlegen, verunsichert', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': None, 'answerRightCol': ['verschmitzt']}, {'leftCol': 'Nachdem Trepp aufgestanden ist, **torkelt** er davon.', 'middleCol': 'schwankt, schlendert, taumelt, wankt, schlingert', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': None, 'answerRightCol': ['schlendert']}, {'leftCol': 'Die Mutter liebt die Kirsch-Pralinees, die ihr Liebhaber schicken lässt, und schlürft sie **andächtig** aus.', 'middleCol': 'sorgfältig, ergriffen, versunken, abgelenkt, gerührt', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': None, 'answerRightCol': ['abgelenkt']}, {'leftCol': 'Trepp ist unter **lauter** gläubigen Greisen der einzige Atheist.', 'middleCol': 'einzelnen, ausschliesslich, ausnahmslos, allen', 'rightCol': '__________', 'answerLeftCol': None, 'answerMiddleCol': None, 'answerRightCol': ['einzelnen']}]","[{'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}, {'min': 0, 'max': 0, 'points': 0}]"
303,Aufgabe 14.1,"Vervollständige den Satz grammatikalisch korrekt. Übernimm dabei den Inhalt zwischen den Sternchen. *Aufgrund des massiven Alkoholkonsums von Trepp* sieht die Familie ihn nicht als Gefahr. Weil ____________, sieht die Familie ihn nicht als Gefahr.","1 Punkt für die korrekte Antwort: 'Trepp massiv Alkohol konsumiert' oder Weil Trepp massiv Alkohol konsumiert, sieht die Familie ihn nicht als Gefahr.",1,text,[],17,,
304,Aufgabe 14.2,"Vervollständige den Satz grammatikalisch korrekt. Übernimm dabei den Inhalt zwischen den Sternchen. Der Erzähler bemerkt zuhause die mit Rosen, Orchideen und Osterglocken gefüllten Vasen. Der Erzähler bemerkt zuhause die Vasen, die ____________.","1 Punkt für die korrekte Antwort: 'mit Rosen, Orchideen und Osterglocken gefüllt sind' oder Der Erzähler bemerkt zuhause die Vasen, die mit Rosen, Orchideen und Osterglocken gefüllt sind.",1,text,[],17,,
305,Aufgabe 14.3,"Vervollständige den Satz grammatikalisch korrekt. Übernimm dabei den Inhalt zwischen den Sternchen. Bei versteckten Liebschaften in einer Ehe kommt die Wahrheit häufig nur zufällig ans Licht. Wenn ____________ , kommt die Wahrheit häufig nur zufällig ans Licht.","1 Punkt für die korrekte Antwort: 'in einer Ehe versteckte Liebschaften bestehen' oder Wenn in einer Ehe versteckte Liebschaften bestehen, kommt die Wahrheit häufig nur zufällig ans Licht.",1,text,[],17,,
306,Aufgabe 14.4,"Vervollständige den Satz grammatikalisch korrekt. Übernimm dabei den Inhalt zwischen den Sternchen. Beim Abschied des Erzählers von Henry am See regnet es. Als ____________ , regnet es.","1 Punkt für die korrekte Antwort: 'der Erzähler sich am See von Henry verabschiedet' oder Als der Erzähler sich am See von Henry verabschiedet, regnet es.",1,text,[],17,,
307,Aufgabe 15,"Kopiere den Satz und füge die fehlenden 5 Kommas ein: Verliebtheit wird in der Sozialpsychologie als ein Phänomen der passionierten Liebe betrachtet. Wenn wir verliebt sind sprechen wir umgangssprachlich von «Schmetterlingen im Bauch». Die Verliebtheit äussert sich durch ein intensives Verlangen nach einer anderen Person das von körperlichen Symptomen begleitet sein kann. Sie geht meist mit Sehnsucht einher. Als Hauptgründe für den Vorgang des Sich-Verliebens werden beiderseitige Sympathie und physische Attraktivität genannt. Leidenschaftliche Verliebtheit ist kein Dauerzustand, sondern eine zeitlich begrenzte Phase. Sie kann in reife beständige Liebe übergehen. Sobald die erste Phase der Verliebtheit vorbei ist verschwindet auch das berühmte Kribbeln im Bauch.","je 1 Punkt für die richtigen Kommas (max 5 Punkte): Verliebtheit wird in der Sozialpsychologie als ein Phänomen der passionierten Liebe betrachtet. Wenn wir verliebt sind, sprechen wir umgangssprachlich von «Schmetterlingen im Bauch». Die Verliebtheit äussert sich durch ein intensives Verlangen nach einer anderen Person, das von körperlichen Symptomen begleitet sein kann. Sie geht meist mit Sehnsucht einher. Als Hauptgründe für den Vorgang des Sich-Verliebens werden beiderseitige Sympathie und physische Attraktivität genannt. Leidenschaftliche Verliebtheit ist kein Dauerzustand, sondern eine zeitlich begrenzte Phase. Sie kann in reife, beständige Liebe übergehen. Sobald die erste Phase der Verliebtheit vorbei ist, verschwindet auch das berühmte Kribbeln im Bauch.",5,text,[],17,,
308,Aufgabe 1,Die Geschichte spielt unter anderem in verschiedenen Gebäuden. Nenne drei.,"1 Punkt für drei richtige Antworten: (im) Spital/Krankenhaus, (im) Zuhause/zu Hause, (im) Schwimmbad/Hallenbad, (im) Schulzimmer/(in der) Schule/(im) Schulhaus. Falsch is: Kino.",1,text,[],7,,
309,Aufgabe 2,Warum ist Jan Lara vor dem Unfall gefolgt? Antworte in einem Satz.,"1 Punkt für antworten wie: Er will sie fragen, ob sie mit ihm ins Kino kommt. Er will etwas von Lara. / Er ist in sie verliebt.",1,text,[],7,,
310,Aufgabe 3a,"Jan sieht anfänglich zwei Möglichkeiten, um Lara zu helfen. Nenne sie in ein bis zwei Sätzen.","Er könnte sie selbst herausziehen (1) oder Hilfe holen. (1) Bewertung: 2 Punkte für beide korrekte Antworten, 1-2 Orthografie- und Grammatikfehler kein Abzug, 3 oder mehr Fehler 1 Punkt Abzug, Zeichensetzungsfehler gelten nicht als Fehler.",2,text,[],7,,
311,Aufgabe 3b,"Warum wählt er gerade die Möglichkeit, für die er sich entschieden hat, und nicht die andere? Antworte in einem Satz.","Vorsicht: Er ist vorsichtig. / Er möchte sich nicht aus der sicheren Böschung entfernen. Gefahr: Es ist zu gefährlich. / Auch er könnte einbrechen. Distanz: Lara ist zu weit weg. / Er schätzt die Lage richtig ein. Angst: Er ist feste/ängstlich. / Er traut sich nicht. / Er fühlt sich überfordert. Egoismus: Er ist egoistisch. / Er denkt nur an sich selbst. tolerieren: Sie verspricht mehr Erfolg als die andere. / Es ist die bessere Möglichkeit. Bewertung: 1 Punkt für eine korrekte Antwort, 1-2 Orthografie- und Grammatikfehler kein Abzug, 3 oder mehr Fehler 1 Punkt Abzug, Zeichensetzungsfehler gelten nicht als Fehler, Weil-Sätze ohne Hauptstaz werden toleriert.",1,text,[],7,,
312,Aufgabe 4,"Kreuze bei den folgenden Sätzen an, ob sie mit den Informationen, die wir dem Text entnehmen können, übereinstimmen (✓) oder nicht (–). Falsch gesetzte Kreuze geben Abzug. Das Auslassen einer Antwort führt zu keinem Abzug. Setze nur ein Kreuz pro Zeile.",,3,multiplechoice,,7,"[{'text': 'Lara rutscht aus, weil sie ungeeignete Schuhe trägt.', 'options': ['✓', '–'], 'answer': '–'}, {'text': 'Der Ast biegt sich unter Jans Last nur durch, ohne zu brechen.', 'options': ['✓', '–'], 'answer': '–'}, {'text': 'Jan bricht einen Ast ab, um Lara zu helfen.', 'options': ['✓', '–'], 'answer': '–'}, {'text': 'Lara bekommt den Ast zu fassen.', 'options': ['✓', '–'], 'answer': '✓'}, {'text': 'Lara versucht, sich am Ast aus dem Eisloch herauszuziehen.', 'options': ['✓', '–'], 'answer': '–'}, {'text': 'Einzig der Ast rettet die beiden aus dem Eis.', 'options': ['✓', '–'], 'answer': '–'}, {'text': 'Der Ast bewirkt letztlich, dass alle in Jan einen Helden sehen.', 'options': ['✓', '–'], 'answer': '✓'}]","[{'min': 7, 'max': 7, 'points': 3}, {'min': 5, 'max': 6, 'points': 2}, {'min': 3, 'max': 4, 'points': 1}, {'min': 0, 'max': 2, 'points': 0}]"
313,Aufgabe 5,"Wie genau gelingt es den beiden Anglern, Jan aus dem Wasser zu retten? Halte ihr Vorgehen Schritt für Schritt fest. Formuliere in ganzen Sätzen.","Einer legt sich auf den Bauch (1) und packt Jan am Arm (1), der andere hält diesen an den Beinen fest. (1) Bewertung: 3 Punkte, wenn alle drei Schritte der Methode (Einbezug beider Angler) richtig erläutert werden. 2 Punkte, wenn nur zwei Schritte der Methode erläutert werden. 1 Punkt, wenn nur ein Schritt der Methode erläutert wird. Bei 1-2 Orthografie- und Grammatikfehlern kein Abzug, bei 3 oder mehr Fehlern 1 Punkt Abzug, Zeichensetzungsfehler gelten nicht als Fehler.",3,text,[],7,,
314,Aufgabe 6,In Zeile 18 steht «Am Tag darauf gab es nur ein Thema: Jans Heldentat. Der fühlte sich wie auf einer schiefen Ebene». Was ist mit diesem Ausdruck gemeint? Kreuze das Zutreffende an (✓: stimmt / –: falsch).,,3,multiplechoice,,7,"[{'text': 'Bedeutung des Ausdrucks in der Geschichte: Jan ist auf das Eis gerutscht und hätte sich verletzen können.', 'options': ['✓', '–'], 'answer': '–'}, {'text': 'Jan wird fälschlicherweise zum Helden erklärt. Das könnte schief gehen.', 'options': ['✓', '–'], 'answer': '✓'}, {'text': 'Jan verhält sich falsch. Das könnte Problemen geben.', 'options': ['✓', '–'], 'answer': '✓'}, {'text': 'Jan fürchtet beim Eislaufen schiefe Ebenen, die gefährlich sind.', 'options': ['✓', '–'], 'answer': '–'}, {'text': 'Bedeutung des Ausdrucks im Allgemeinen: vom rechten Weg abkommen', 'options': ['✓', '–'], 'answer': '✓'}, {'text': 'vor lauter Angst die Flucht ergreifen', 'options': ['✓', '–'], 'answer': '–'}, {'text': 'jemanden angreifen und verachten', 'options': ['✓', '–'], 'answer': '–'}, {'text': 'Die Entwicklung gerät außer Kontrolle, es ist Schlimmes zu befürchten.', 'options': ['✓', '–'], 'answer': '✓'}]","[{'min': 8, 'max': 8, 'points': 4}, {'min': 6, 'max': 7, 'points': 3}, {'min': 4, 'max': 5, 'points': 2}, {'min': 2, 'max': 3, 'points': 1}, {'min': 0, 'max': 1, 'points': 0}]"
315,Aufgabe 7a,"Nenne zwei Hinweise aus dem Text, die verdeutlichen, dass Jan sich seinen Knöchel im Halbend nicht wirklich verletzt hat. Antworte in einem Satz.","Er ist «kretzzeitig ausgerutscht». (Z. 27) / Er rutscht extra aus. (1) Das «notwendige Humpeln hatte er schnell gelernt». (Z. 29) / Er lernt zu hinken. (1) Bewertung: Je 1 Punkt für jede der Antworten, 1-2 Orthografie- und Grammatikfehler kein Abzug, 3 oder mehr Fehler 1 Punkt Abzug, Zeichensetzungsfehler und Weil-Sätze ohne Hauptstaz werden toleriert.",2,text,"[27, 29]",7,,
316,Aufgabe 7b,"Warum tut Jan so, als hätte er sich den Knöchel verletzt? Nenne zwei verschiedene Gründe in ein bis zwei Sätzen.","Angst vor dem Sprung: Er ist nicht mutig genug, vom Fünfer-Turm zu springen. Er hat Angst vor dem Sprung. Angst vor Statusverlust: Er will nicht zugeben, dass er vor dem Sprung Angst hat. Er hat Angst davor, dass alle anderen merken, dass er nicht mutig ist. Er will seine Kameraden / Lara / seine(n) Lehrer nicht enttäuschen. Er möchte seinen Status nicht verlieren. Er möchte sich nicht blamieren. Bewertung: 1 Punkt für jede der Antworten, 1-2 Orthografie- und Grammatikfehler kein Abzug, 3 oder mehr Fehler 1 Punkt Abzug, Zeichensetzungsfehler und Weil-Sätze ohne Hauptstaz werden toleriert.",2,text,[],7,,
317,Aufgabe 8a,"Der Titel der Geschichte lautet «Der Held». Viele Helden sind mutig und aufrichtig. Jan ist jedoch mutig und gleichzeitig auch nicht. Begründe auf der Grundlage des Textes mit eigenen Worten, warum das so ist. Formuliere je einen Satz.","1 Punkt für antworten wie: Jan ist mutig, weil er die Reaktion des wütenden Lehrers nicht fürchtet. / weil er Tim vor einer Strafe rettet. / weil er die Schuld für das zerbrochene Glas auf sich nimmt. Ein weiterer Punkt für Antworten wie: Jan ist fęige, weil er sich vor dem Sprung vom Fünfer-Turm drückt. / weil er Lara nicht selbst rettet. / weil er Lara nicht selbst zu retten versucht. / weil er die Wahrheit nicht zugibt. Bewertung: 1-3 Orthografie- und Grammatikfehler kein Abzug, 4 oder mehr Fehler 1 Punkt Abzug, Zeichensetzungsfehler gelten nicht als Fehler, Weil-Sätze ohne Hauptstaz werden toleriert.",2,text,[],7,,
318,Aufgabe 8b,"Entscheide auf der Grundlage des Textes, ob die folgende Aussage zutrifft oder nicht: Jan ist aufrichtig und gleichzeitig auch nicht.","Nein, die Aussage trifft nicht zu. Begründung: Jan lügt zum Beispiel beim Unfallhergang / im Schwimmbad / mit seiner Verletzung / gegenüber dem Lehrer. Bewertung: 2 Punkte, wenn 2 korrekte Beispiele angefügt wurden. 1 Punkt, wenn 1 korrektes Beispiel angefügt wurde. 0 Punkte, wenn es nicht richtig gelöst wurde.",2,text,[],7,,
319,Aufgabe 9,"Am Schluss des Textes (Z. 38) ist ausgelassen, was Tim leise zu Jan sagt. Kreuze die zum Gesamttext passenden Antworten an (✓: passt / –: passt nicht).",,3,multiplechoice,,7,"[{'text': 'Du bist gar nicht mal so feige, wie ich immer gedacht habe...', 'options': ['✓', '–'], 'answer': '✓'}, {'text': 'Danke, dass du die Wahrheit gesagt hast.', 'options': ['✓', '–'], 'answer': '–'}, {'text': 'Danke, Kumpel.', 'options': ['✓', '–'], 'answer': '✓'}, {'text': 'Warum hast du schon wieder die Schuld auf dich genommen?', 'options': ['✓', '–'], 'answer': '–'}, {'text': 'Du bist unser Held.', 'options': ['✓', '–'], 'answer': '✓'}, {'text': 'Hey, wieso wolltest du in der Stunde vorhin mit mir zum Schulleiter?', 'options': ['✓', '–'], 'answer': '–'}]","[{'min': 6, 'max': 6, 'points': 3}, {'min': 4, 'max': 5, 'points': 2}, {'min': 2, 'max': 3, 'points': 1}, {'min': 0, 'max': 1, 'points': 0}]"
320,Aufgabe 10,"Ersetze in jedem Satz die rechts fehlenden Wörter durch ein einziges Wort, das den Sinn der Aussage nicht verändert und zum Text passt. Verwende keine umgangssprachliche Ausdrücke wie 'Scheisse...' etc",,5,directWordMatch,,7,"[{'leftCol': 'Er hätte sich von der sicheren Böschung entfernen müssen (Z.3).', 'rightCol': 'Er hätte sich von der/vom sicheren __________  entfernen müssen.', 'answer': ['Hang', 'Abhang', 'Bord', 'Halde', 'Leite', 'Steilufer'], 'isExample': 0}, {'leftCol': 'Schon ist man auf dem Weg in ein Meer voller Ungewissheiten. (Z. 20)', 'rightCol': 'Schon ist man auf dem Weg in ein Meer voller __________ .', 'answer': ['Unklarheiten', 'Unsicherheiten', 'Zweifel', 'Fragen', 'Ungereimtheiten', 'Gefahren'], 'isExample': 0}, {'leftCol': 'Jetzt, wo wir deine wahren Fähigkeiten kennen. (Z.23)', 'rightCol': 'Jetzt, wo wir deine wahren __________ kennen.', 'answer': ['Anlagen', 'Begabungen', 'Fertigkeiten', 'Stärken', 'Talente'], 'isExample': 0}, {'leftCol': 'Tim hatte das Humpeln schnell gelernt (Z. 29)', 'rightCol': 'Tim hatte das  __________ schnell gelernt.', 'answer': ['Hinken'], 'isExample': 0}, {'leftCol': 'Die Jungs machten Unsinn. (Z. 29)', 'rightCol': 'Die Jungs machten __________.', 'answer': ['Blödsinn', 'Dummheiten', 'Humbug', 'Quatsch', 'Spässe', 'Streiche', 'Unfug'], 'isExample': 0}]","[{'min': 5, 'max': 5, 'points': 5}, {'min': 4, 'max': 4, 'points': 4}, {'min': 3, 'max': 3, 'points': 3}, {'min': 2, 'max': 2, 'points': 2}, {'min': 1, 'max': 1, 'points': 1}]"
321,Aufgabe 11,"In Zeile 15 steht das Wort-Zwillingspaar «fix und fertig». Solche festen Wortpaare, die mit demselben Buchstaben beginnen, kommen im Deutschen oft vor. Bilde mit den vorgegebenen Wörtern je ein solches gebräuchliches Wortpaar.",,3,directWordMatch,,7,"[{'leftCol': 'Ihr Weg führte sie durch Himmel und', 'rightCol': ' __________ .', 'answer': ['Hölle'], 'isExample': 0}, {'leftCol': 'Sie gingen mit ihnen durch dich und', 'rightCol': ' __________ .', 'answer': ['dünn'], 'isExample': 0}, {'leftCol': 'Sie verschlang die Ratte mit Haut und', 'rightCol': ' __________ .', 'answer': ['Haar', 'Haaren'], 'isExample': 0}, {'leftCol': 'Das Schiff versank mit Mann und', 'rightCol': '__________ im Sturm.', 'answer': ['Maus'], 'isExample': 0}, {'leftCol': 'Sie waren Feuer und', 'rightCol': '__________ füreinander.', 'answer': ['Flamme'], 'isExample': 0}, {'leftCol': 'Ich sage das jetzt klip und', 'rightCol': '__________ .', 'answer': ['klar'], 'isExample': 0}]","[{'min': 6, 'max': 6, 'points': 3}, {'min': 4, 'max': 5, 'points': 2}, {'min': 2, 'max': 3, 'points': 1}, {'min': 0, 'max': 1, 'points': 0}]"
322,Aufgabe 12,"Ergänze die fehlenden Formen: bei den Adjektiven die fehlenden Steigerungsformen, bei den Verben die 3. Person Singular Präteritum und die 3. Person Singular Perfekt. Beispiel: 'denken', Lösung: er dachte und er hat gedacht, Beispiel: 'reif', Lösung: reifer und am reifsten",,5,directWordMatchThreeCol,,7,"[{'leftCol': 'trügerisch', 'middleCol': ' __________ ', 'rightCol': 'am __________ ', 'answerLeftCol': None, 'answerMiddleCol': ['trügerischer'], 'answerRightCol': ['trügerischsten', 'trügerischesten'], 'isExample': 0}, {'leftCol': 'vergraben', 'middleCol': 'er/sie/es __________ ', 'rightCol': 'er/sie/es __________ ', 'answerLeftCol': None, 'answerMiddleCol': ['vergrub'], 'answerRightCol': ['hat vergraben'], 'isExample': 0}, {'leftCol': 'grob', 'middleCol': ' __________ ', 'rightCol': 'am __________ ', 'answerLeftCol': None, 'answerMiddleCol': ['gröber'], 'answerRightCol': ['gröbsten'], 'isExample': 0}, {'leftCol': 'lügt', 'middleCol': 'er/sie/es __________ ', 'rightCol': 'er/sie/es __________ ', 'answerLeftCol': None, 'answerMiddleCol': ['log'], 'answerRightCol': ['hat gelogen'], 'isExample': 0}, {'leftCol': 'nah', 'middleCol': '__________ ', 'rightCol': 'am __________ ', 'answerLeftCol': None, 'answerMiddleCol': ['näher'], 'answerRightCol': ['nächsten'], 'isExample': 0}]","[{'min': 10, 'max': 10, 'points': 5}, {'min': 8, 'max': 9, 'points': 4}, {'min': 6, 'max': 7, 'points': 3}, {'min': 4, 'max': 5, 'points': 2}, {'min': 2, 'max': 3, 'points': 1}, {'min': 0, 'max': 1, 'points': 0}]"
